#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-10-18T14:32:59 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5806326966da	
#INFO	-out.max=unlimited	
#INFO	queryParameters=46	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-nav=cat:B/sb9&tab:{B/sb9/main}&tab:{B/sb9/orbits}&key:source=B/sb9/main&key:source=B/sb9/orbits&HTTPPRM:&&-ref=VIZ5806326966da&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=B/sb9/main,B/sb9/orbits
#-order=I
#-out=Seq
#-sort=Seq
#-joincol={B/sb9/main}.{Seq}
#-joincol=Seq
#-out=N
#-out=RAJ2000
#-out=DEJ2000
#-out=Comp
#-out=mag1
#-out=n_mag1
#-out=mag2
#-out=n_mag2
#-out=Sp1
#-out=Sp2
#-out=Name
#-out=Simbad
#Simbad=Simbad
#-out=o
#-out=Per
#-out=f_Per
#-out=e_Per
#-out=e
#-out=f_e
#-out=e_e
#-out=K1
#-out=K2
#-out=V0
#-out=rms1
#-out=rms2
#-out=Grade
#Grade=> -1
#-out=Ref
#SB8=SB8
#-out=Details
#Details=Details
#

#RESOURCE=join
#Name: #Join
#Title:  Join tables B/sb9/main,B/sb9/orbits
#
#Table	B_sb9_main_B_sb9_orbits:
#Name: B/sb9/main,B/sb9/orbits
#Title:
#Column	_RAJ20001	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ20001	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Seq1	(I4)	[1/3531] System Number (SB8 number when Seq<=1469) \linkRole{aliases and known periods for this binary } [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	N1	(A1)	{\bf N} when a note exists	[ucd=phot.mag;em.IR.8-15um]
#Column	RAJ20001	(A11)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ20001	(A11)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Comp1	(a5)	Component	[ucd=meta.code.multip]
#Column	mag11	(F6.3)	? Magnitude of component 1	[ucd=phot.mag]
#Column	n_mag11	(A1)	[JPBVRyrIK] Filter in which mag1 is given	[ucd=meta.note]
#Column	mag21	(F6.3)	? Magnitude of component 2	[ucd=phot.mag]
#Column	n_mag21	(A1)	[PBVRyrIK] Filter in which mag2 is given	[ucd=meta.note]
#Column	Sp11	(a16)	MK Spectral type component 1	[ucd=src.spType]
#Column	Sp21	(a10)	MK Spectral type component 2	[ucd=src.spType]
#Column	Name1	(a29)	Name of the source (HIP when existing)	[ucd=meta.id]
#Column	Simbad1	(a6)	ask the {\bf\fg{FireBrick}Simbad} data-base about this object	[ucd=meta.ref.url]
#Column	N2	(A1)	{\bf N} when a note exists	[ucd=phot.mag;em.IR.8-15um]
#Column	o2	(I1)	Orbit number [NULL integer written as an empty string]	[ucd=meta.id]
#Column	Per2	(F12.4)	[0.05,116675] Period	[ucd=time.period]
#Column	f_Per2	(A1)	[a] a=assumed (fixed)	[ucd=meta.code]
#Column	e_Per2	(F12.4)	? Mean error on Per	[ucd=stat.error]
#Column	e2	(F6.4)	Orbital eccentricity	[ucd=src.orbital.eccentricity]
#Column	f_e2	(A1)	[>a] a=assumed (fixed) (1)	[ucd=meta.code]
#Column	e_e2	(F6.4)	? Mean error on eccentricity	[ucd=stat.error]
#Column	K12	(F7.2)	? Velocity amplitude of primary	[ucd=phys.veloc]
#Column	K22	(F7.2)	? Velocity amplitude of secondary	[ucd=phys.veloc]
#Column	V02	(F7.2)	? Systemtic velocity	[ucd=phys.veloc]
#Column	rms12	(F7.2)	? rms residuals of Radial Velocity primary	[ucd=stat.stdev]
#Column	rms22	(F7.2)	? rms residuals of Radial Velocity secondary	[ucd=stat.stdev]
#Column	Grade2	(F4.1)	? Grade of orbit (0=poor, 5=definitive)	[ucd=stat.weight]
#Column	Ref2	(a51)	Reference (bibcode) of orbit publication	[ucd=meta.bib]
#Column	Details2	(a7)	Detailed velocities and plots from http://sb9.astro.ulb.ac.be/	[ucd=meta.ref.url]
dec|ra|Seq|N|RAJ2000|DEJ2000|Comp|mag1|n_mag1|mag2|n_mag2|Sp1|Sp2|Name|Simbad|N|o|Per|f_Per|e_Per|e|f_e|e_e|K1|K2|V0|rms1|rms2|Grade|Ref|Details
-52.38600|235.59733| 854|N|15 42 23.36|-52 23 09.6|     |16.190|B|16.310|B|B0I             |          |GCVS QV Nor                  |Simbad|N|1|      3.7285| |            |0.0000| |      | 309.00|  33.00|-172.00|       |       | 2.0|1987ApJ...314..619M                                |Details
+29.62211|234.81346| 855|N|15 39 15.23|+29 37 19.6|     |10.200|V|10.700| |A8V             |          |HIP 76658                    |Simbad|N|1|      0.7264| |            |0.1200| |      |  61.00|       | -11.00|       |       | 2.0|1934ApJ....79...89S                                |Details
+36.63581|234.84446| 856| |15 39 22.67|+36 38 08.9|A    | 5.070| |      | |B7V             |          |HIP 76669                    |Simbad| |1|     12.5842| |            |0.0100| |      | 126.10| 119.40| -14.30|       |       | 2.0|1966MNRAS.133..437A                                |Details
-34.71042|235.67092| 857|N|15 42 41.02|-34 42 37.5|     | 4.740|V|      | |B6V             |          |HIP 76945                    |Simbad|N|1|     12.2600| |            |0.1900| |      |  63.30|  66.40|   3.90|       |       | 4.0|1965MNRAS.129..191T                                |Details
+22.33972|235.99138| 858|N|15 43 57.93|+22 20 23.0|A    | 7.800| |      | |F8              |F8        |HIP 77045                    |Simbad|N|1|     15.8880| |            |0.0000| |      |  56.60|  59.30|   3.10|       |       | 4.0|1986BAAS...18..683L                                |Details
+22.33972|235.99138| 859|N|15 43 57.93|+22 20 23.0|B    | 7.800| |      | |F8              |F8        |HIP 77045                    |Simbad|N|1|     13.5610| |            |0.1400| |      |  34.50|       |   8.90|       |       | 4.0|1986BAAS...18..683L                                |Details
 -1.80419|236.52350| 860|N|15 46 05.64|-01 48 15.1|     | 5.400|V|      | |B8III           |          |HIP 77227                    |Simbad|N|1|     38.9370| |            |0.8000| |      |  53.60|       | -12.60|       |       | 4.0|1949PDAO....8..225P                                |Details
 -1.80419|236.52350| 860|N|15 46 05.64|-01 48 15.1|     | 5.400|V|      | |B8III           |          |HIP 77227                    |Simbad|N|2|     38.9270| |      0.0040|0.7310| |0.0060|  43.10|  86.00|  -9.50|   2.01|   2.01| 5.0|2000A&A...355.1015D                                |Details
-15.53575|237.27108| 861|N|15 49 05.06|-15 32 08.7|     |10.500| |11.400| |A5              |          |HIP 77471                    |Simbad|N|1|      1.4380| |            |0.0000| |      |  45.00|       | -45.00|       |       | 1.0|1946ApJ...103...76S                                |Details
+12.72361|237.21033| 862|N|15 48 50.48|+12 43 25.0|     | 6.820|V|      | |A0V             |          |HIP 77455                    |Simbad|N|1|     28.9490| |            |0.6400| |      |  60.60|  66.60| -22.00|       |       | 3.0|1983JRASC..77...18B                                |Details
-47.06081|237.88092| 863|N|15 51 31.42|-47 03 38.9|     | 6.000|V|      | |K1IV            |          |HIP 77678                    |Simbad|N|1|    137.5500| |            |0.1400| |      |  21.20|       |  30.30|       |       | 1.0|1961RGOB...44..351E                                |Details
-33.62717|237.73975| 864|N|15 50 57.54|-33 37 37.8|     | 3.940|V|      | |B9IVHg          |          |HIP 77634                    |Simbad|N|1|     15.2565| |            |0.0000| |      | 135.60|       | -16.30|       |       | 3.0|1972PASP...84..254D                                |Details
-20.16706|238.33358| 865|N|15 53 20.06|-20 10 01.4|     | 5.030|V|      | |B2.5V           |          |HIP 77811                    |Simbad|N|1|     14.4829| |            |0.2700| |      |  28.50|       |   3.30|       |       | 2.0|1987ApJS...64..487L                                |Details
-20.16706|238.33358| 865|N|15 53 20.06|-20 10 01.4|     | 5.030|V|      | |B2.5V           |          |HIP 77811                    |Simbad|N|3|     14.4829| |      0.0004|0.2700| |0.0900|  28.50|       |   3.30|       |       | 0.0|1990ApJS...74..551A                                |Details
-24.53317|238.47467| 866|N|15 53 53.92|-24 31 59.4|     | 5.390|V|      | |B6IVn           |          |HIP 77858                    |Simbad|N|1|      1.9235| |            |0.3600| |      |  32.90|       |  -6.30|       |       | 1.0|1987ApJS...64..487L                                |Details
+18.94100|238.19679| 867|N|15 52 47.23|+18 56 27.6|     |15.380|V|      | |em              |M5.5      |GCVS MR Ser                  |Simbad|N|1|      0.0789| |            |0.0000| |      | 170.00|       |   0.60|       |       | 2.0|1982ApJ...256..594L                                |Details
+13.19661|238.30042| 868|N|15 53 12.10|+13 11 47.8|     | 6.100|V|      | |G0IV            |          |HIP 77801                    |Simbad|N|1|    138.6030| |            |0.5000| |      |   6.00|       |  35.10|       |       | 3.0|1985PASP...97..355B                                |Details
-22.76625|238.67333| 869|N|15 54 41.60|-22 45 58.5|     | 6.860|V|      | |B8V             |          |HIP 77911                    |Simbad|N|1|      1.2640| |            |0.6100| |      |  28.00|       |  -7.40|       |       | 1.0|1987ApJS...64..487L                                |Details
-29.21408|239.22117| 870|N|15 56 53.08|-29 12 50.7|A    | 3.880|V|      | |B2IV-V          |          |HIP 78104                    |Simbad|N|1|      4.0033| |            |0.2700| |      |  16.40|       |   3.30|       |       | 1.0|1987ApJS...64..487L                                |Details
-20.98308|239.41858| 871|N|15 57 40.46|-20 58 59.1|     | 5.850|V|      | |B3V             |          |HIP 78168                    |Simbad|N|1|     10.0535| |            |0.5800| |      |  64.00|       | -27.50|       |       | 1.0|1987ApJS...64..487L                                |Details
+42.56619|238.87746| 872|N|15 55 30.59|+42 33 58.3|     | 5.750|V|      | |B7IV-Ve         |          |HIP 77986                    |Simbad|N|1|     46.1940| |            |0.3400| |      |  12.00|       | -19.30|       |       | 1.0|1975A&A....42...47H                                |Details
-26.11411|239.71296| 873|N|15 58 51.11|-26 06 50.8|A    | 2.890|V|      | |B1V             |B1V       |HIP 78265                    |Simbad|N|1|      1.5701| |            |0.1500| |      | 121.00| 156.00| -11.70|       |       | 2.0|1987ApJS...64..487L                                |Details
-54.41500|239.45417| 874|N|15 57 49.00|-54 24 54.0|     |      | |      | |                |          |2S 1553-542                  |Simbad|N|1|     30.6000| |            |0.0000| |      | 117.00|       |       |       |       | 2.0|1983ApJ...274..765K                                |Details
+25.56956|239.68308| 875|N|15 58 43.94|+25 34 10.4|     | 8.330|V|      | |K2V             |          |HIP 78259                    |Simbad|N|1|      9.0149| |            |0.0000| |      |  53.50|       |  -4.50|       |       | 3.0|1978Obs....98..257G                                |Details
-62.69331|240.95558| 876|N|16 03 49.34|-62 41 35.9|     |10.220|V|      | |WN6             |          |HIP 78689                    |Simbad|N|1|      7.6900| |            |0.0000| |      |  21.00|       |       |       |       | 1.0|1983A&A...126..183I                                |Details
+25.92017|239.87567| 877|N|15 59 30.16|+25 55 12.6|     | 2.000| |10.800| |gM3             |pec       |HIP 78322                    |Simbad|N|1|    227.5300| |            |0.0000| |      |  23.30|  33.50| -27.90|       |       | 3.0|1986AJ.....91..125K                                |Details
+25.92017|239.87567| 877|N|15 59 30.16|+25 55 12.6|     | 2.000| |10.800| |gM3             |pec       |HIP 78322                    |Simbad|N|2|    227.5687| |      0.0099|0.0000| |      |  23.89|       | -27.79|       |       | 5.0|2000AJ....119.1375F                                |Details
+29.85106|240.36071| 878|N|16 01 26.57|+29 51 03.8|     | 5.120|V|      | |A0pHg           |          |HIP 78493                    |Simbad|N|1|     35.4740| |            |0.5600| |      |   2.30|       | -20.30|       |       | 2.0|1980MNRAS.191..521D                                |Details
-11.37294|241.09246| 879|N|16 04 22.19|-11 22 22.6|AB   | 4.160|V|      | |F6IV            |          |HIP 78727                    |Simbad|N|1|  16326.3000| |            |0.7500| |      |   3.70|       | -29.40|       |       | 1.0|1929ApJ....70..182C                                |Details
+36.63178|240.83067| 880|N|16 03 19.36|+36 37 54.4|     | 5.830|V|      | |F7III           |A2V       |HIP 78649                    |Simbad|N|1|    108.0750| |            |0.0000| |      |  19.60|  23.20|  -1.90|       |       | 4.0|1942PDAO....7..273P                                |Details
-19.80544|241.35929| 881|N|16 05 26.23|-19 48 19.6|A    | 2.630|V|      | |B0.5V           |          |HIP 78820                    |Simbad|N|1|      6.8282| |            |0.2900| |      | 125.30| 198.00|  -1.70|       |       | 4.0|1979PASP...91...87P                                |Details
+58.56525|240.47229| 882|N|16 01 53.35|+58 33 54.9|A    | 4.010|V|      | |F8IV-V          |          |HIP 78527                    |Simbad|N|1|      3.0708| |            |0.0100| |      |  25.30|       |  -8.00|       |       | 4.0|1976ApJS...30..273A                                |Details
+58.56525|240.47229| 882|N|16 01 53.35|+58 33 54.9|A    | 4.010|V|      | |F8IV-V          |          |HIP 78527                    |Simbad|N|2|      3.0708| |      0.0000|0.0390| |0.0120|  25.10|  66.00|  -8.23|       |       | 5.0|2002ApJ...564.1007M                                |Details
 +8.09625|241.40808| 883|N|16 05 37.94|+08 05 46.5|     | 6.280|V|      | |A3m             |          |HIP 78840                    |Simbad|N|1|      8.8550| |            |0.3800| |      |  31.60|       | -21.50|       |       | 3.0|1921PDAO....1..315C                                |Details
+66.80281|240.42087| 884|N|16 01 41.01|+66 48 10.1|     | 8.900|P|11.900|P|K3III           |          |HIP 78512                    |Simbad|N|1|    554.0000| |            |0.0000| |      |   7.50|       |-147.00|       |       | 1.0|1986AJ.....91.1400G                                |Details
+66.80281|240.42087| 884|N|16 01 41.01|+66 48 10.1|     | 8.900|P|11.900|P|K3III           |          |HIP 78512                    |Simbad|N|2|    549.0000| |      7.0000|0.0000|a|      |   4.50|       |-147.30|   1.69|       | 4.0|1996A&A...315..179S                                |Details
+66.80281|240.42087| 884|N|16 01 41.01|+66 48 10.1|     | 8.900|P|11.900|P|K3III           |          |HIP 78512                    |Simbad|N|3|    549.7300| |            |0.0600| |      |   4.67|       |-147.42|   0.60|       | 4.0|1999A&A...348..533G                                |Details
+66.80281|240.42087| 884|N|16 01 41.01|+66 48 10.1|     | 8.900|P|11.900|P|K3III           |          |HIP 78512                    |Simbad|N|4|    548.6500| |      0.9700|0.0000| |      |   5.86|       |-147.22|   0.60|       | 4.0|2000AJ....120.3255F                                |Details
+10.68500|241.47254| 885|N|16 05 53.41|+10 41 06.0|A    | 8.280|V|      | |G8V             |          |HIP 78864                    |Simbad|N|1|      4.2850| |            |0.0900| |      |  38.10|       | -60.60|       |       | 3.0|1921ApJ....53..201S                                |Details
 -3.46672|242.46050| 886|N|16 09 50.52|-03 28 00.2|     | 5.370|V|      | |K4III           |          |HIP 79195                    |Simbad|N|1|   2084.8000| |            |0.5500| |      |  11.50|       | -47.70|       |       | 2.0|1985A&A...144..403G                                |Details
+44.93492|242.19242| 887|N|16 08 46.18|+44 56 05.7|     | 4.240|V|      | |B9p             |          |HIP 79101                    |Simbad|N|1|    560.5000| |            |0.4700| |      |   2.40|       | -16.80|       |       | 3.0|1976PDAO...14..379A                                |Details
-27.92636|243.07583| 888|N|16 12 18.20|-27 55 34.9|     | 4.590|V|      | |B2V             |          |HIP 79404                    |Simbad|N|1|      5.7805| |            |0.1900| |      |  31.50|       |  -3.80|       |       | 2.0|1987ApJS...64..487L                                |Details
-19.46069|242.99892| 889|N|16 11 59.74|-19 27 38.5|A    | 4.010|V|      | |B2IV-V          |          |HIP 79374                    |Simbad|N|1|      5.5521| |            |0.1100| |      |  26.50|       |   4.10|       |       | 1.0|1987ApJS...64..487L                                |Details
-19.06231|243.02496| 890|N|16 12 05.99|-19 03 44.3|     | 8.300| |      | |B9Vn            |          |BD -18 4243                  |Simbad|N|1|      3.3606| |            |0.3300| |      |  26.30|       |  -6.00|       |       | 1.0|1987ApJS...64..487L                                |Details
+23.81992|242.86354| 891|N|16 11 27.25|+23 49 11.7|     | 8.700| |      | |K0              |          |HIP 79331                    |Simbad|N|1|      4.4343| |            |0.0000| |      |   9.90|       | -29.80|       |       | 3.0|1984MNRAS.210..745G                                |Details
+36.42508|242.95021| 892| |16 11 48.05|+36 25 30.3|A    | 5.630|V|      | |K3III           |          |HIP 79358                    |Simbad| |1|   2150.0000| |            |0.6000| |      |  16.00|       | -30.60|       |       | 2.0|1936ApJ....83..433C                                |Details
+36.42508|242.95021| 892| |16 11 48.05|+36 25 30.3|A    | 5.630|V|      | |K3III           |          |HIP 79358                    |Simbad| |2|   2200.7700| |      0.3100|0.6797| |0.0014|  15.51|  15.69| -32.38|   0.27|   0.27| 5.0|2007MNRAS.376.1671S                                |Details
+61.19939|242.89642| 893|N|16 11 35.14|+61 11 57.8|     | 9.100| |      | |K0              |          |HIP 79345                    |Simbad|N|1|    924.0000| |            |0.3400| |      |   6.40|       | -25.20|       |       | 3.0|1985MNRAS.212..663G                                |Details
+33.85861|243.67021| 894|N|16 14 40.85|+33 51 31.0|A    | 5.640|V|      | |G0V             |          |HIP 79607                    |Simbad|N|1|      1.1398| |            |0.0200| |      |  63.40|  65.40| -12.20|       |       | 4.0|1984AJ.....89.1740B                                |Details
-15.64028|244.97946| 895|N|16 19 55.07|-15 38 25.0|     |12.250|V|13.300| |sdBe            |          |GCVS V818 Sco                |Simbad|N|1|      0.7874| |            |0.0000| |      |  58.20|       |-138.50|       |       | 2.0|1975ApJ...201L..65C                                |Details
-25.59281|245.29717| 896|N|16 21 11.32|-25 35 34.1|A    | 2.880|V|      | |B1III           |          |HIP 80112                    |Simbad|N|1|     34.2300| |            |0.3600| |      |  34.00|       |   2.50|       |       | 1.0|1961ApJ...133..509S                                |Details
+13.45528|245.47717| 897| |16 21 54.52|+13 27 19.0|     | 7.390| |      | |K3III           |          |HIP 80166                    |Simbad| |1|    922.8000| |            |0.3700| |      |   7.30|       |  -1.60|       |       | 4.0|1978Obs....98...47G                                |Details
-70.08439|247.11725| 898|N|16 28 28.14|-70 05 03.8|     | 4.900|V|      | |G0V             |          |HIP 80686                    |Simbad|N|1|     12.9762| |            |0.0600| |      |   7.40|       |   7.60|       |       | 3.0|1928AnCap..10....8S                                |Details
-34.89375|246.18217| 899|N|16 24 43.72|-34 53 37.5|     | 6.990| | 7.420| |B4V             |          |HIP 80405                    |Simbad|N|1|      1.7309| |            |0.0300| |      | 179.60| 193.60|   0.50|       |       | 4.0|1985A&A...151..329A                                |Details
-64.05794|246.98892| 900|N|16 27 57.34|-64 03 28.6|A    | 5.270|V|      | |F4IV            |          |HIP 80645                    |Simbad|N|1|     39.8880| |            |0.2800| |      |  38.70|       |  -5.60|       |       | 3.0|1928AnCap..10....8S                                |Details
 +6.94819|246.04512| 901|N|16 24 10.83|+06 56 53.5|     | 5.840|V|      | |A2p(Sr)         |          |HIP 80351                    |Simbad|N|1|      4.9510| |            |0.5100| |      |  16.30|       | -34.40|       |       | 2.0|1928PDAO....4..179H                                |Details
-47.55478|246.79600| 902|N|16 27 11.04|-47 33 17.2|A    | 4.460|V|      | |B3V             |          |HIP 80582                    |Simbad|N|1|      3.2617| |            |0.1300| |      | 122.50| 132.90| -12.50|       |       | 4.0|1966MNRAS.134...97T                                |Details
-18.45625|246.75596| 903|N|16 27 01.43|-18 27 22.5|     | 4.420|V|      | |B2IVpe:         |:         |HIP 80569                    |Simbad|N|1|    138.8000| |            |0.4400| |      |  15.00|       | -19.40|       |       | 1.0|1978ApJS...36..241A                                |Details
 -8.37172|246.95079| 904|N|16 27 48.19|-08 22 18.2|A    | 4.640|V|      | |Am              |          |HIP 80628                    |Simbad|N|1|     27.2180| |            |0.7400| |      |  34.90|  41.10| -33.60|       |       | 4.0|1965PDAO...12..391G                                |Details
+24.23533|246.73458| 905|N|16 26 56.30|+24 14 07.2|     | 9.100| |      | |K0              |          |BD +24 3008                  |Simbad|N|1|     52.4527| |      0.0037|0.0210| |0.0060|  29.48|       | -33.72|       |       | 4.0|1982MNRAS.201..487G                                |Details
-39.01228|247.87512| 906|N|16 31 30.03|-39 00 44.2|     | 7.250|V|      | |dK1             |          |HIP 80925                    |Simbad|N|1|     31.8460| |            |0.1600| |      |  20.30|       | -50.60|       |       | 3.0|1970MNRAS.147..355B                                |Details
+21.48961|247.55500| 907|N|16 30 13.20|+21 29 22.6|     | 2.780|V|      | |G8III           |          |HIP 80816                    |Simbad|N|1|    410.5750| |            |0.5500| |      |  12.80|       | -25.50|       |       | 4.0|1908LicOB...5...24P                                |Details
 +3.24603|248.21508| 908|N|16 32 51.62|+03 14 45.7|     | 8.840|V|      | |K0Vp            |          |HIP 81023                    |Simbad|N|1|    225.7000| |            |0.2800| |      |  24.10|       | -51.40|       |       | 4.0|1986ApJ...310..354J                                |Details
 +3.24603|248.21508| 908|N|16 32 51.62|+03 14 45.7|     | 8.840|V|      | |K0Vp            |          |HIP 81023                    |Simbad|N|2|    226.3000| |      1.3000|0.3240| |0.0120|  23.55|       | -51.31|   0.77|       | 4.0|1992AJ....104..774L                                |Details
+29.09850|248.08546| 909|N|16 32 20.51|+29 05 54.6|     | 8.900| |      | |K0              |          |BD +29 2847                  |Simbad|N|1|   1039.5000| |            |0.3500| |      |  16.00|       | -46.10|       |       | 3.0|1982MNRAS.201..487G                                |Details
+30.49906|248.37133| 910|N|16 33 29.12|+30 29 56.6|A    | 6.660| |      | |F0              |          |HIP 81066                    |Simbad|N|1|      3.3943| |            |0.0300| |      |  68.20|       | -16.20|       |       | 4.0|1935PDAO....6..291M                                |Details
